id,teks,tanggal,sumber,sentimen,teks_clean,teks_processed,teks_visual
9cb80e3e-defa-44f9-8399-36d375b84163,"Proses pencarian toko di Alfagift ribet sekali. jd ketika kita memindahkan titik lokasi di map, kita tidak bisa mengunci titik lokasi tsb. akibatnya daftar toko yg muncul selalu otomatis balik lagi ke lokasi disekitar kita berada. Lalu harga barang di alfagift pun ternyata kadang berbeda dgn di toko. jd app ini gak bisa dipakai sbg pegangan utk mengetahui update hrg2 barang yg dijual di toko Alfamart. jd gak cocok untuk pedagang yg suka beli barang utk dijual lagi.",2026-07-01 21:36:31,playstore,netral,proses pencarian toko di alfagift ribet sekali jd ketika kita memindahkan titik lokasi di map kita tidak bisa mengunci titik lokasi tsb akibatnya daftar toko yg muncul selalu otomatis balik lagi ke lokasi disekitar kita berada lalu harga barang di alfagift pun ternyata kadang berbeda dgn di toko jd app ini gak bisa dipakai sbg pegangan utk mengetahui update hrg barang yg dijual di toko alfamart jd gak cocok untuk pedagang yg suka beli barang utk dijual lagi,proses cari toko alfagift ribet sekali jd pindah titik lokasi map tidak kunci titik lokasi tsb akibat daftar toko muncul selalu otomatis balik lokasi lalu harga barang alfagift nyata kadang beda toko jd aplikasi tidak pakai pegang tahu update hrg barang jual toko alfamart jd tidak cocok dagang suka beli barang jual,proses cari ribet sekali jd pindah titik lokasi map kunci titik lokasi tsb akibat daftar muncul selalu otomatis balik lokasi lalu harga nyata kadang beda jd pegang tahu update hrg jual jd cocok dagang suka jual
b7700d92-923c-41e2-97e6-216e818d43fd,aplikasi keluar sendiri,2026-07-01 15:45:10,playstore,negatif,aplikasi keluar sendiri,aplikasi keluar sendiri,keluar sendiri
a2a8e067-e2dc-4570-8743-e2acaec7c999,"aplikasi lu ngecrash udah mau semingguan, jangan salahin pengguna bilang jaringan, hp lemot, hapus cache dll gua pake wifi, udah gua hapus cache sama unistall tetep aja sama.. mending lu apus itu game"" apa tuh bikin lemot, lagian ga semua orang bakal ngeakses fitur game.. perbaikin",2026-07-01 15:13:48,playstore,negatif,aplikasi lu ngecrash udah mau semingguan jangan salahin pengguna bilang jaringan hp lemot hapus cache dll gua pake wifi udah gua hapus cache sama unistall tetep aja sama mending lu apus itu game apa tuh bikin lemot lagian ga semua orang bakal ngeakses fitur game perbaikin,aplikasi lu ngecrash mau minggu jangan salahin bilang jaring handphone lot hapus cache pakai wifi hapus cache sama unistall tetep sama mending lu apus game apa tuh bikin lot tidak semua orang bakal ngeakses fitur game perbaikin,lu ngecrash minggu jangan salahin bilang jaring handphone lot hapus cache wifi hapus cache unistall tetep mending lu apus game apa tuh bikin lot semua orang bakal ngeakses fitur game perbaikin
e45a6cfd-4e2b-44b4-86a3-41d1e68af96b,gak jelasvocher paket khusus belanjan priode sampe 16 Agustus 2026 gue beli voucer 12.000 lewat alfagif lewat bayar dana selesai lagi beli produk khaf oil ance care 100 ml harga 46.000 dengan uang 50 ribu jadi dengan gue modal 46.000beli di kurangi 12.000 (voucer gue beli sendiri alfagif parahhh lewat bayardana)jadi sama aja gue beli 58.000 lol.rugi gue bukanya untung malah giniiii bukti struk Bon 2 GY1_256_01078VH5 bukti beli vouceralfagif Ref . S -26070-AGLMLDN beli di 2GY1 pagelaran malimping,2026-07-01 14:15:32,playstore,negatif,gak jelasvocher paket khusus belanjan priode sampe agustus gue beli voucer lewat alfagif lewat bayar dana selesai lagi beli produk khaf oil ance care ml harga dengan uang ribu jadi dengan gue modal beli di kurangi voucer gue beli sendiri alfagif parahhh lewat bayardanajadi sama aja gue beli lolrugi gue bukanya untung malah giniiii bukti struk bon gy__vh bukti beli vouceralfagif ref s aglmldn beli di gy pagelaran malimping,tidak jelasvocher paket khusus belanjan priode agustus beli voucer lewat alfagif lewat bayar dana selesai beli produk khaf oil ance care ml harga uang ribu jadi modal beli kurang voucer beli sendiri alfagif parahhh lewat bayardanajadi sama beli lolrugi buka untung malah giniiii bukti struk bon gy vh bukti beli vouceralfagif ref s aglmldn beli gy pagelaran malimping,jelasvocher paket khusus belanjan priode agustus voucer lewat alfagif lewat bayar dana selesai produk khaf oil ance care ml harga uang ribu modal kurang voucer sendiri alfagif parahhh lewat bayardanajadi lolrugi buka untung giniiii bukti struk bon gy vh bukti vouceralfagif ref s aglmldn gy pagelaran malimping
bfa9e2ac-1a11-4096-b75b-74735d357c6f,ngasih bintang 5 karena benar benar worth it untuk belanja dari rumah . untuk aku yang kadang mager belanja keluar rumah . aplikasi alfagift sangatlah membantu apalagi voucher nya belanja 75.000 dapat potongan 10.000 sangat bermanfaat. saran saya semoga makin banyak voucher potongan belanja untuk pelanggan pelanggan nya hihi .maaciw,2026-07-01 14:10:02,playstore,positif,ngasih bintang karena benar benar worth it untuk belanja dari rumah untuk aku yang kadang mager belanja keluar rumah aplikasi alfagift sangatlah membantu apalagi voucher nya belanja dapat potongan sangat bermanfaat saran saya semoga makin banyak voucher potongan belanja untuk pelanggan pelanggan nya hihi maaciw,ngasih bintang benar benar worth it belanja rumah kadang mager belanja keluar rumah aplikasi alfagift sangat bantu voucher belanja potong sangat manfaat saran moga makin banyak voucher potong belanja langgan langgan hihi maaciw,ngasih bintang benar benar worth it rumah kadang mager keluar rumah bantu voucher potong manfaat saran moga makin banyak voucher potong langgan langgan hihi maaciw
2b7c24d3-4ab3-4e10-bba3-6a345b836139,"Super Keren Aplikasinya, Rutin belanja disini",2026-07-01 12:15:57,playstore,positif,super keren aplikasinya rutin belanja disini,super keren aplikasi rutin belanja sini,super keren rutin sini
c6229720-a8b1-4eeb-92f6-2d03e21e5472,kok udah seminggu ini aplikasi tidak bisa digunakan terus 🫠🫠,2026-07-01 11:52:01,playstore,netral,kok udah seminggu ini aplikasi tidak bisa digunakan terus,minggu aplikasi tidak terus,minggu terus
65a36306-1f40-401e-87dc-f96d05d81994,"kecewa. saat tanya baik di chat terkait pesanan di jawab agak tidak mengenak'kan, trus di batalkan sepihak pengiriman, sdh nggu lama pengiriman, malah di batalkan sepihak, uang tidak lgsg di kembalikan, nggu sampai 3-4 hri.",2026-07-01 10:47:30,playstore,netral,kecewa saat tanya baik di chat terkait pesanan di jawab agak tidak mengenakkan trus di batalkan sepihak pengiriman sdh nggu lama pengiriman malah di batalkan sepihak uang tidak lgsg di kembalikan nggu sampai hri,kecewa tanya baik chat kait pesan jawab tidak enak trus batal pihak kirim nggu lama kirim malah batal pihak uang tidak lgsg nggu hri,kecewa tanya baik chat kait jawab enak trus batal pihak nggu lama batal pihak uang lgsg nggu hri
7252753b-3e2d-48b9-a074-acf7a98d08a9,"lama banget pengirimannya Sangat"" slow respon saat saya bertanya untuk pesanan saya jika memang ada kendala tolong langsung konfirmasi atau kesalahan dari customer jika ada kesalah pahaman jangan diem aja",2026-07-01 10:46:47,playstore,negatif,lama banget pengirimannya sangat slow respon saat saya bertanya untuk pesanan saya jika memang ada kendala tolong langsung konfirmasi atau kesalahan dari customer jika ada kesalah pahaman jangan diem aja,lama banget kirim sangat slow respons tanya pesan memang kendala langsung konfirmasi salah customer salah paham jangan diem,lama slow respons tanya memang kendala langsung konfirmasi salah customer salah paham jangan diem
77e20284-e1aa-41fe-881e-9f9bf4fc6d4f,"Pesan alfagift barang tidak dikirim padahal udah 10 hari, minta refund malah ditolak",2026-07-01 10:16:03,playstore,negatif,pesan alfagift barang tidak dikirim padahal udah hari minta refund malah ditolak,pesan alfagift barang tidak kirim padahal hari minta refund malah tolak,hari minta refund tolak
9349b03d-663b-4e00-ab06-084c32c5ff56,"baru instal buat daftar aja sulitnya minta ampun,padahal email Udah,nomer udah. semua bner tapi sulitnya eugh",2026-07-01 09:35:56,playstore,netral,baru instal buat daftar aja sulitnya minta ampunpadahal email udahnomer udah semua bner tapi sulitnya eugh,baru instal buat daftar sulit minta ampunpadahal email udahnomer semua bner sulit eugh,baru instal buat daftar sulit minta ampunpadahal email udahnomer semua bner sulit eugh
8b41a8e5-b243-4ace-b968-3b33123e6262,"pin saya selalu bermasalah ketika ingin menukarkan A-poin, ini sudah akun kedua kendala nya juga sama... mungkin bisa untuk upgrade dan mengirimkan notif mengenai kendala",2026-07-01 09:30:19,playstore,negatif,pin saya selalu bermasalah ketika ingin menukarkan apoin ini sudah akun kedua kendala nya juga sama mungkin bisa untuk upgrade dan mengirimkan notif mengenai kendala,pin selalu masalah tukar apoin akun kendala sama mungkin upgrade kirim notif kena kendala,pin selalu masalah tukar apoin akun kendala mungkin upgrade notif kena kendala
0a068c52-3514-4ff3-ad38-2e31ce098a0a,pengiriman lambat...sementara harus bayar ongkir...lambat pokonya,2026-07-01 08:48:38,playstore,negatif,pengiriman lambatsementara harus bayar ongkirlambat pokonya,kirim lambatsementara bayar ongkirlambat poko,lambatsementara bayar ongkirlambat poko
c1235511-97a5-4d18-b345-0ca3364f936e,"kenapa ya alfagift aku error di buka nya, selalu muncul ""alfagift tidak ada tanggapan"" dibuka di HP lain pun sama gitu, sudah di uninstal trus download ulang berkali² tetap sama, udah stengah bulan lebih loh jadinya susah banget ngecek ada promo, biasanya terbantu banget dengan aplikasi ini, sekarang kok malah kaya gini",2026-07-01 08:45:36,playstore,netral,kenapa ya alfagift aku error di buka nya selalu muncul alfagift tidak ada tanggapan dibuka di hp lain pun sama gitu sudah di uninstal trus download ulang berkali² tetap sama udah stengah bulan lebih loh jadinya susah banget ngecek ada promo biasanya terbantu banget dengan aplikasi ini sekarang kok malah kaya gini,alfagift error buka selalu muncul alfagift tidak tanggap buka handphone sama gitu uninstal trus download ulang kali tetap sama stengah bulan lebih loh jadi susah banget ngecek promo biasa bantu banget aplikasi sekarang malah kaya gin,error buka selalu muncul tanggap buka handphone gitu uninstal trus download ulang kali tetap stengah bulan loh susah ngecek promo biasa bantu sekarang kaya gin
1f567872-8899-4607-8818-cd13a19e6217,bagus banget ⭐️⭐️⭐️⭐️⭐️,2026-07-01 08:42:43,playstore,positif,bagus banget,bagus banget,bagus
19f68c38-28be-4f15-b81c-d63c489b9b5d,Aplikasi yang paling bagus banget untuk saya yang mencari makanan dan minuman dimana saja.,2026-07-01 08:27:52,playstore,positif,aplikasi yang paling bagus banget untuk saya yang mencari makanan dan minuman dimana saja,aplikasi paling bagus banget cari makan minum,paling bagus cari makan minum
9ec27fea-285b-40e9-8b1e-c4295791576f,"suka sekali kalo sudah berbelanja di Alfamart, kalo aku belanja lewat aplikasi selalu aku kasih bintang 5 karena sering dpat promo menarik dan kdang juga free ongkir untuk toko terdekat. Untuk Alfamart dan Alfamidi sukses selalu yaa dan semoga pelayanan terbaik mu tetap selalu menjadi dambaan setiap customer saat berbelanja, dan jangan sewot2 yaa kasir nya 🤗 Sukses selalu 💕",2026-07-01 07:46:35,playstore,positif,suka sekali kalo sudah berbelanja di alfamart kalo aku belanja lewat aplikasi selalu aku kasih bintang karena sering dpat promo menarik dan kdang juga free ongkir untuk toko terdekat untuk alfamart dan alfamidi sukses selalu yaa dan semoga pelayanan terbaik mu tetap selalu menjadi dambaan setiap customer saat berbelanja dan jangan sewot yaa kasir nya sukses selalu,suka sekali kalau belanja alfamart kalau belanja lewat aplikasi selalu kasih bintang sering dpat promo tarik kdang free ongkir toko dekat alfamart alfamidi sukses selalu moga layan baik mu tetap selalu jadi damba customer belanja jangan sewot kasir sukses selalu,suka sekali lewat selalu kasih bintang sering dpat promo tarik kdang free ongkir dekat alfamidi sukses selalu moga layan baik mu tetap selalu damba customer jangan sewot kasir sukses selalu
abe83062-2915-4a28-9f18-552d6140a139,"pengiriman lelet banget, waktu pengirimannya sangat jauh dari waktu jam antar di aplikasi...masa pesan pagi-pagi sampai sore baru diantar...amat sangat mengecewakan... harusnya ada opsi cancel otomatis kalau sampai batas waktu yang ditentukan barang belum bisa dikirim...",2026-07-01 07:31:43,playstore,negatif,pengiriman lelet banget waktu pengirimannya sangat jauh dari waktu jam antar di aplikasimasa pesan pagipagi sampai sore baru diantaramat sangat mengecewakan harusnya ada opsi cancel otomatis kalau sampai batas waktu yang ditentukan barang belum bisa dikirim,kirim lelet banget waktu kirim sangat jauh waktu jam antar aplikasimasa pesan pagipagi sore baru diantaramat sangat kecewa opsi cancel otomatis kalau batas waktu barang belum kirim,lelet waktu jauh waktu aplikasimasa pagipagi sore baru diantaramat kecewa opsi cancel otomatis batas waktu belum
3a989a6e-47a4-4ce7-abc5-247c7e713bab,"Aku kasih bintang 5 utk aplikasi Alfagift, karena belanja untung dengan program Harga spesial. Berulang kali beli popok lewat aplikasi dapet diskon gede banget. terus gak pelru repot ke retail buat nyari stoknya ada/gak, tinggal scroll aja dan pembayarannya mudah banget bisa pake cod. Paling seneng bayar pake cod terus ada pilihan nominal uangnya berapa jadi kurir tau sendiri mesti bawa kembalian atau gak. Semoga kedepannya Alfagift bisa perbaiki waktu pengirimannya. Kdg sesuai, kdg lebih cpt.",2026-07-01 07:03:37,playstore,positif,aku kasih bintang utk aplikasi alfagift karena belanja untung dengan program harga spesial berulang kali beli popok lewat aplikasi dapet diskon gede banget terus gak pelru repot ke retail buat nyari stoknya adagak tinggal scroll aja dan pembayarannya mudah banget bisa pake cod paling seneng bayar pake cod terus ada pilihan nominal uangnya berapa jadi kurir tau sendiri mesti bawa kembalian atau gak semoga kedepannya alfagift bisa perbaiki waktu pengirimannya kdg sesuai kdg lebih cpt,kasih bintang aplikasi alfagift belanja untung program harga spesial ulang kali beli popok lewat aplikasi dapet diskon gede banget terus tidak pelru repot retail buat nyari stok adagak tinggal scroll bayar mudah banget pakai cod paling neng bayar pakai cod terus pilih nominal uang berapa jadi kurir tau sendiri mesti bawa tidak moga depan alfagift baik waktu kirim kdg sesuai kdg lebih cpt,kasih bintang untung program harga spesial ulang kali popok lewat dapet diskon gede terus pelru repot retail buat nyari stok adagak tinggal scroll bayar mudah cod paling neng bayar cod terus pilih nominal uang berapa kurir tau sendiri mesti bawa moga depan baik waktu kdg sesuai kdg cpt
e73ed239-302b-43cf-a28d-13b99d8ca051,Aku kasih bintang 5 untuk aplikasi alfagift karena belanja untung dengan progam voucher diskon pembayaran ovo di Alfagift aku belanja kebutuhan dan stok camilan dari harga 110an cuma bayar 70an karena promo dan tambahan voucher harapan aku banyakin promonya lagi ya min hehhehe,2026-07-01 06:58:59,playstore,positif,aku kasih bintang untuk aplikasi alfagift karena belanja untung dengan progam voucher diskon pembayaran ovo di alfagift aku belanja kebutuhan dan stok camilan dari harga an cuma bayar an karena promo dan tambahan voucher harapan aku banyakin promonya lagi ya min hehhehe,kasih bintang aplikasi alfagift belanja untung progam voucher diskon bayar ovo alfagift belanja butuh stok camil harga an cuma bayar an promo tambah voucher harap banyakin promonya min hehhehe,kasih bintang untung progam voucher diskon bayar ovo butuh stok camil harga an cuma bayar an promo tambah voucher harap banyakin promonya min hehhehe
54e3d843-f851-4eeb-a683-1c91c6ef524e,aplikasi buruk gk bisa pesan,2026-07-01 06:53:34,playstore,negatif,aplikasi buruk gk bisa pesan,aplikasi buruk tidak pesan,buruk
d3ddad83-19e7-45bb-8196-57841641e3c4,"aku kasih bintang 5 Krn belanja untung dgn promo PSM, promo gantung dan banyak lagi🥰 aku suka belanja produk harian Krn promonya menarik misal promo gantung belanja diatas 50/75k bisa tebus produk sangat hemat belanja di alfagift. pelayanannya cpt kita bisa atur jam pengantaran barang. kurirnya juga ramah selalu chat dulu sebelum kirim barang🥰 semoga kedepannya makin byk promo yg menarik dan diskon yg byk. makin sukses Alfamart dan alfagift💕",2026-07-01 06:23:36,playstore,positif,aku kasih bintang krn belanja untung dgn promo psm promo gantung dan banyak lagi aku suka belanja produk harian krn promonya menarik misal promo gantung belanja diatas k bisa tebus produk sangat hemat belanja di alfagift pelayanannya cpt kita bisa atur jam pengantaran barang kurirnya juga ramah selalu chat dulu sebelum kirim barang semoga kedepannya makin byk promo yg menarik dan diskon yg byk makin sukses alfamart dan alfagift,kasih bintang belanja untung promo psm promo gantung banyak suka belanja produk hari promonya tarik misal promo gantung belanja atas k tebus produk sangat hemat belanja alfagift layan cpt atur jam antar barang kurir ramah selalu chat dulu kirim barang moga depan makin byk promo tarik diskon byk makin sukses alfamart alfagift,kasih bintang untung promo psm promo gantung banyak suka produk hari promonya tarik misal promo gantung atas k tebus produk hemat layan cpt atur kurir ramah selalu chat dulu moga depan makin byk promo tarik diskon byk makin sukses
93aa01d5-94af-4413-9f62-7e86b4533b28,awalnya saya sangat senang dan tertarik belanja terus tp tiba-tiba MALAS karena pesan online nya yang dikirim 3 hari baru di antar DI TIADAKAN. (PRODUK ONLINE) ayo dong tolong di muncul kan lagi produk Online nya. kita butuh terimakasih,2026-07-01 06:07:59,playstore,positif,awalnya saya sangat senang dan tertarik belanja terus tp tibatiba malas karena pesan online nya yang dikirim hari baru di antar di tiadakan produk online ayo dong tolong di muncul kan lagi produk online nya kita butuh terimakasih,awal sangat senang tarik belanja terus tibatiba malas pesan online kirim hari baru antar tiada produk online ayo muncul kan produk online butuh terimakasih,awal senang tarik terus tibatiba malas online hari baru tiada produk online ayo muncul kan produk online butuh terimakasih
b519e502-d675-4ec5-82dd-24b4cffc851b,"kurir nya cepat nyampek sesuai pesanan yang di aplikasi nya jam nya sesuai , anggota atau kostumer nya cepat banget responnya",2026-07-01 06:01:16,playstore,positif,kurir nya cepat nyampek sesuai pesanan yang di aplikasi nya jam nya sesuai anggota atau kostumer nya cepat banget responnya,kurir cepat nyampek sesuai pesan aplikasi jam sesuai anggota kostumer cepat banget responnya,kurir cepat nyampek sesuai sesuai anggota kostumer cepat responnya
3e164ae7-046f-40df-8c2b-e8bd2255b198,"-aku kasih bintang 5 untuk alfagift, karna belanja untung dengan program tebus murah/harga special/gratis promo/paket/cashback -bahagianya selalu dapat gratis promo dan tebus murah, dan gratis ongkir setiap Deliv -harapan saya semoga alfagift sukses selalu - untuk Alfagift supaya bebas belanja untung terus kedepanya",2026-07-01 05:19:25,playstore,positif,aku kasih bintang untuk alfagift karna belanja untung dengan program tebus murahharga specialgratis promopaketcashback bahagianya selalu dapat gratis promo dan tebus murah dan gratis ongkir setiap deliv harapan saya semoga alfagift sukses selalu untuk alfagift supaya bebas belanja untung terus kedepanya,kasih bintang alfagift belanja untung program tebus murahharga specialgratis promopaketcashback bahagia selalu gratis promo tebus murah gratis ongkir deliv harap moga alfagift sukses selalu alfagift bebas belanja untung terus depa,kasih bintang untung program tebus murahharga specialgratis promopaketcashback bahagia selalu gratis promo tebus murah gratis ongkir deliv harap moga sukses selalu bebas untung terus depa
565b5be8-7d31-41a3-b205-631638ab37ee,"Aku kasih bintang 5 untuk aplikasi alfagift, Karna aku belanja Hemat dengan program harga special * Happy banget, waktu itu aku lagi males keluar untung ada aplikasi alfagift sangat membantu untuk pesan barang dari rumah . dan lebih happy nya lagi aku belanja pakai Voucher potongan produk di alfagift.💖 Semoga alfagift selalu tetap memberikan pelayanan dan promosi setiap hari nya agar customernya happy karna untung terus belanja nya dn makin hemat. Terimakasih Alfagift&Alfamart💖",2026-07-01 05:10:44,playstore,positif,aku kasih bintang untuk aplikasi alfagift karna aku belanja hemat dengan program harga special happy banget waktu itu aku lagi males keluar untung ada aplikasi alfagift sangat membantu untuk pesan barang dari rumah dan lebih happy nya lagi aku belanja pakai voucher potongan produk di alfagift semoga alfagift selalu tetap memberikan pelayanan dan promosi setiap hari nya agar customernya happy karna untung terus belanja nya dn makin hemat terimakasih alfagiftalfamart,kasih bintang aplikasi alfagift belanja hemat program harga special happy banget waktu males keluar untung aplikasi alfagift sangat bantu pesan barang rumah lebih happy belanja pakai voucher potong produk alfagift moga alfagift selalu tetap beri layan promosi hari customernya happy untung terus belanja dn makin hemat terimakasih alfagiftalfamart,kasih bintang hemat program harga special happy waktu males keluar untung bantu rumah happy voucher potong produk moga selalu tetap beri layan promosi hari customernya happy untung terus dn makin hemat terimakasih alfagiftalfamart
3cac84ed-b8c5-42e2-a7cf-be035fabb548,"belanja hemat banget klo pas promo jusami ❤️⭐️ klo belanja pengiriman cepat kurirnya satset banget 🛵 semoga alfagift setia menemani emak"" yg suka diskonan 😁",2026-07-01 05:07:33,playstore,positif,belanja hemat banget klo pas promo jusami klo belanja pengiriman cepat kurirnya satset banget semoga alfagift setia menemani emak yg suka diskonan,belanja hemat banget kalau pas promo jusami kalau belanja kirim cepat kurir satset banget moga alfagift setia tani emak suka diskon,hemat pas promo jusami cepat kurir satset moga setia tani emak suka diskon
03bf4b37-e4c6-4f0c-a6a9-ba19498aa239,"aku kasih bintang 5 untuk aplikasi Alfagift, karena Belanja untung dengan program semuanya terutama JSM gratis produk, tgl kembar,tebus murah. aku suka banget Belanja lwt Alfagift karna lbh hemat dan lbh untung udah gitu gratis ongkir lagi,kalo saya belanja di Alfagift saya suka bgt liat2 kalo promo gratis produk,JSM,Tgl kembar, dan juga bisa tebus murah yg bisa tambah untung buat kita. semoga bisa terus ada program"" spesial lainnya dan gratis ongkir dari Alfagift, love u Alfagift.",2026-07-01 05:00:31,playstore,positif,aku kasih bintang untuk aplikasi alfagift karena belanja untung dengan program semuanya terutama jsm gratis produk tgl kembartebus murah aku suka banget belanja lwt alfagift karna lbh hemat dan lbh untung udah gitu gratis ongkir lagikalo saya belanja di alfagift saya suka bgt liat kalo promo gratis produkjsmtgl kembar dan juga bisa tebus murah yg bisa tambah untung buat kita semoga bisa terus ada program spesial lainnya dan gratis ongkir dari alfagift love u alfagift,kasih bintang aplikasi alfagift belanja untung program semua utama jsm gratis produk tanggal kembartebus murah suka banget belanja lwt alfagift lbh hemat lbh untung gitu gratis ongkir lagikalo belanja alfagift suka banget liat kalau promo gratis produkjsmtgl kembar tebus murah tambah untung buat moga terus program spesial gratis ongkir alfagift love u alfagift,kasih bintang untung program semua utama jsm gratis produk tanggal kembartebus murah suka lwt lbh hemat lbh untung gitu gratis ongkir lagikalo suka liat promo gratis produkjsmtgl kembar tebus murah tambah untung buat moga terus program spesial gratis ongkir love u
3139cf62-32fc-4601-8651-1757c7c0d933,"susu ultra sedus sama vsoy 6 biji ga di antar2 padahal udah 1 bulanan, pdhl cm antar Balikpapan, kalah2in shopee",2026-07-01 04:47:02,playstore,netral,susu ultra sedus sama vsoy biji ga di antar padahal udah bulanan pdhl cm antar balikpapan kalahin shopee,susu ultra dus sama vsoy biji tidak antar padahal bulan padahal cuma antar balikpapan kalahin shopee,susu ultra dus vsoy biji bulan cuma balikpapan kalahin shopee
f9704281-5ef0-4d9a-b516-a87ddfd1ce32,"Aku kasih bintang 5 untuk aplikasi Alfagift, karena Belanja Untung dengan program Tebus Murah di Alfagift. Pengalamanku menggunakan program Tebus Murah sangat memuaskan karena bisa membeli produk kebutuhan sehari-hari dengan harga yang lebih terjangkau. Selain banyak pilihan promo, proses transaksi juga cepat dan praktis. Notifikasi promo memudahkan aku utk tidak ketinggalan penawaran menarik. Semoga Alfagift terus menghadirkan promo yang lebih banyak,dan menjadi aplikasi belanja andalan sehari²",2026-07-01 04:36:00,playstore,positif,aku kasih bintang untuk aplikasi alfagift karena belanja untung dengan program tebus murah di alfagift pengalamanku menggunakan program tebus murah sangat memuaskan karena bisa membeli produk kebutuhan seharihari dengan harga yang lebih terjangkau selain banyak pilihan promo proses transaksi juga cepat dan praktis notifikasi promo memudahkan aku utk tidak ketinggalan penawaran menarik semoga alfagift terus menghadirkan promo yang lebih banyakdan menjadi aplikasi belanja andalan sehari²,kasih bintang aplikasi alfagift belanja untung program tebus murah alfagift alam program tebus murah sangat muas beli produk butuh seharihari harga lebih jangkau banyak pilih promo proses transaksi cepat praktis notifikasi promo mudah tidak tinggal tawar tarik moga alfagift terus hadir promo lebih banyakdan jadi aplikasi belanja andal hari,kasih bintang untung program tebus murah alam program tebus murah muas produk butuh seharihari harga jangkau banyak pilih promo proses transaksi cepat praktis notifikasi promo mudah tinggal tawar tarik moga terus hadir promo banyakdan andal hari
a35b3c55-177d-4b84-b36e-d9a42287de01,"biasanya lancar tiap belanja. tapi kenapa sekarang sering menutup sendiri. awalnya loading lama, terus menutup sendiri aplikasinya. tolong segera diperbaiki, karena saya sangat terbantu belanja kebutuhan online lewat alfagift.",2026-07-01 03:28:13,playstore,positif,biasanya lancar tiap belanja tapi kenapa sekarang sering menutup sendiri awalnya loading lama terus menutup sendiri aplikasinya tolong segera diperbaiki karena saya sangat terbantu belanja kebutuhan online lewat alfagift,biasa lancar tiap belanja sekarang sering tutup sendiri awal loading lama terus tutup sendiri aplikasi segera baik sangat bantu belanja butuh online lewat alfagift,biasa lancar tiap sekarang sering tutup sendiri awal loading lama terus tutup sendiri segera baik bantu butuh online lewat
6cac4396-c23c-4ad2-9eb3-cabf3800892f,"aplikasi nyaa suka maintenance gajelas padahal buka play store gkk minta upgrade kook, lamaa llg error nyaa,",2026-07-01 02:33:07,playstore,positif,aplikasi nyaa suka maintenance gajelas padahal buka play store gkk minta upgrade kook lamaa llg error nyaa,aplikasi nyaa suka maintenance tidak jelas padahal buka play store gkk minta upgrade kook lamaa llg error nyaa,nyaa suka maintenance jelas buka play store gkk minta upgrade kook lamaa llg error nyaa
8b29c8bb-3e84-4973-bdc0-e74e186ca6d5,aplikasi aneh... gak bisa daftar.... kalau gak siap antar pesanan costumer gak usah buat aplikasi rusak ini,2026-07-01 02:00:29,playstore,negatif,aplikasi aneh gak bisa daftar kalau gak siap antar pesanan costumer gak usah buat aplikasi rusak ini,aplikasi aneh tidak daftar kalau tidak siap antar pesan costumer tidak usah buat aplikasi rusak,aneh daftar siap costumer usah buat rusak
808bf339-d536-45ec-bcc4-32f28fe2e4c0,Minggu ini alfagift kok error terus ya gak bisa di scroll gak bisa diapa²in padahal minggu lalu masih bisa. sdh coba hapus chace dan instal ulang di hp berbeda juga seperti itu,2026-07-01 01:03:59,playstore,negatif,minggu ini alfagift kok error terus ya gak bisa di scroll gak bisa diapa²in padahal minggu lalu masih bisa sdh coba hapus chace dan instal ulang di hp berbeda juga seperti itu,minggu alfagift error terus tidak scroll tidak apa in padahal minggu lalu coba hapus chace instal ulang handphone beda,minggu error terus scroll apa in minggu lalu coba hapus chace instal ulang handphone beda
eef45c28-bd50-44fc-84e2-9a8356fcd6dd,"Mohon maaf saya kecewa, terakhir belanja barang pesanan saya ada yang ga lengkap karna katanya kelupaan. Sudah chat toko 3x janjinya mo dianter , nyatanya sampe hari ini ga dianter juga, plus ga ada pengembalian dana. Memang nominalnya ga besar, tapi cukup buat saya stop langganan belanja diaplikasi ini. Tolong training lagi crewnya, kalo salah jgn cuma minta maaf tapi ga ada tindakan",2026-07-01 00:54:25,playstore,positif,mohon maaf saya kecewa terakhir belanja barang pesanan saya ada yang ga lengkap karna katanya kelupaan sudah chat toko x janjinya mo dianter nyatanya sampe hari ini ga dianter juga plus ga ada pengembalian dana memang nominalnya ga besar tapi cukup buat saya stop langganan belanja diaplikasi ini tolong training lagi crewnya kalo salah jgn cuma minta maaf tapi ga ada tindakan,mohon maaf kecewa akhir belanja barang pesan tidak lengkap kata lupa chat toko x janji mo anter nyata hari tidak anter plus tidak dana memang nominal tidak besar cukup buat stop langgan belanja aplikasi training crewnya kalau salah jangan cuma minta maaf tidak tindak,mohon maaf kecewa akhir lengkap kata lupa chat x janji mo anter nyata hari anter plus dana memang nominal besar cukup buat stop langgan training crewnya salah jangan cuma minta maaf tindak
